ID,Repeat,Init,Fin,Length (s),Song Name,Link,Comments,Singer,Language,Gender
mTdkL-OHxYg,0,0.07,3.04,177,Kya Hua Tera Wada- incredible fullCover Song | Hemant Handa | Mohammad Rafi Sahib,youtube.com/watch?v=mTdkL-OHxYg,,Hemant Super Star Handa,Hindi,Male
SlVdxl39fMw,0,0,3.12,192,Pal Pal Dil Ke Paas! Incredible Hemant Handa ( Cover Song),youtube.com/watch?v=SlVdxl39fMw,,Hemant Super Star Handa,Hindi,Male
Og8NrcKTUIE,0,0.07,3.37,210,Rehna Tu Pal Pal Dil ke Paas Title Track-Arijit Singh| incredible Original Hemant Handa (Cover Song),youtube.com/watch?v=Og8NrcKTUIE,,Hemant Super Star Handa,Hindi,Male
E53Ftkav5R0,0,0.07,1.57,110,Soch Na Sake Full Video Song| Airlift | Hemant Handa (Cover Song),youtube.com/watch?v=E53Ftkav5R0,,Hemant Super Star Handa,Hindi,Male
gfzct_25kmc,0,0.07,2.43,156,Tu Chahiye Full Video Song| Bajrangi Bhaijaan-Hemant Handa(Cover Song),youtube.com/watch?v=gfzct_25kmc,,Hemant Super Star Handa,Hindi,Male
sf6MDH7fQnQ,0,0.07,2.34,147,Tum Se Hi,youtube.com/watch?v=sf6MDH7fQnQ,,Hemant Super Star Handa,Hindi,Male
aAX-xB75RHs,0,0.07,3.25,198,Tere Liye- Veer Zaara-Full Song | Hemant Handa Cover Song,youtube.com/watch?v=aAX-xB75RHs,,Hemant Super Star Handa,Hindi,Male
tdD9EtRNyOs,0,0.07,3.35,208,ZERO:Mere Naam Tu Full Song|incredible Original voice Hemant Handa(cover song),youtube.com/watch?v=tdD9EtRNyOs,,Hemant Super Star Handa,Hindi,Male
-3lhHj1LYSk,0,0.07,3.37,210,Agar Tum Saath Ho - Cover | Tamasha | Hemant Handa Cover Song,youtube.com/watch?v=-3lhHj1LYSk,,Hemant Super Star Handa,Hindi,Male
ry37fp2l3xo,0,0.07,3.28,201,Ae Dil Hai Mushkil Title Track Full Video | Incredible Original voice Hemant Handa (Cover Song),youtube.com/watch?v=ry37fp2l3xo,,Hemant Super Star Handa,Hindi,Male
oetkz2W2uJM,0,0.12,1.37,85,Teri Mitti- Kesari | B PRAAK | Original MELODIOUS voice HEMANT SUPERSTAR HANDA(Cover Song),youtube.com/watch?v=oetkz2W2uJM,,Hemant Super Star Handa,Hindi,Male
QhW_poI3w3g,0,0.07,2.26,139,######FILHALL##### FABULOUS Cover Song!!!Incredible Original Song HEMANT SUPERSTAR HANDA(Cover Song),youtube.com/watch?v=QhW_poI3w3g,,Hemant Super Star Handa,Hindi,Male
s0OcDdjvSMY,0,0.11,3,169,#Udaarian!Satinder Sartaaj# (Sufi Love song)Incredible Original voice HEMANT HANDA(Cover song),youtube.com/watch?v=s0OcDdjvSMY,,Hemant Super Star Handa,Hindi,Male
6Qu9s4b5Dr4,0,0.07,2.38,151,#Kal Ho Naa Ho#TitleTrack Video|Incredible GOLDEN Original Voice HEMANT SUPERSTAR HANDA(Cover Song),youtube.com/watch?v=6Qu9s4b5Dr4,Ocassional blurring of visuals slightly,Hemant Super Star Handa,Hindi,Male
nv0PlQ8ccec,0,0.08,2.34,146,Thodi Jagah Arijit Singh! 24 KARAT GOLDEN ORIGINAL SUPERB VOICE Hemant SUPERSTAR Handa(Cover Song),youtube.com/watch?v=nv0PlQ8ccec,,Hemant Super Star Handa,Hindi,Male
AQxMiqUA6dg,0,0.07,3.56,229,Main Pyaasa Tum Sawan | Incredible Original voice Hemant Handa ( Cover Song),youtube.com/watch?v=AQxMiqUA6dg,,Hemant Super Star Handa,Hindi,Male
xmyE9TewZOY,0,0.07,3.53,226,"Deewana Leke Aaya Hai dil ka taraana-Rajesh Khanna,Kishore kumar Incredible voice( Hemant Handa)",youtube.com/watch?v=xmyE9TewZOY,,Hemant Super Star Handa,Hindi,Male
CwqHI_ZNPjY,0,0,2.38,158,Humein Tumse Pyar KitnaYe Hum Nahi Jante|Incredible Original SUPERB Voice Hemant Handa ( Cover Song),youtube.com/watch?v=CwqHI_ZNPjY,,Hemant Super Star Handa,Hindi,Male
DMrMhJRhe0c,0,0.08,2.25,137,Anand - Zindagi Kaisi Hai Paheli | Incredible Original Voice Hemant Handa (Cover Song),youtube.com/watch?v=DMrMhJRhe0c,,Hemant Super Star Handa,Hindi,Male
FD-v3nzPBqw,0,0.12,5.14,302,Yeh Dil Tum Bin Kahin Lagta Nahin| Izzat|Incredible Superb Voice HEMANT SUPERSTAR HANDA(Cover Song),youtube.com/watch?v=FD-v3nzPBqw,,Hemant Super Star Handa,Hindi,Male
YJJqWrL-exE,0,0.07,3.01,174,#EhsanTera Hoga Mujh Par# Junglee#IncredibleOriginal Superb Voice HEMANT SUPERSTAR HANDA(Cover Song),youtube.com/watch?v=YJJqWrL-exE,,Hemant Super Star Handa,Hindi,Male
inItCvcZyoE,0,0.1,2.39,149,Kaise Hua|Kabir Singh| Incredible Superb Original Voice HEMANT SUPERSTAR HANDA(Cover Song),youtube.com/watch?v=inItCvcZyoE,,Hemant Super Star Handa,Hindi,Male
Gw9M5uDzwYk,0,0.07,3.02,175,Tootey khaab | HEMANT HANDA COVER SONG,youtube.com/watch?v=Gw9M5uDzwYk,,Hemant Super Star Handa,Hindi,Male
0l59T5mAXmc,0,0.07,1.12,65,Jai Jai Shiv Shankar War song hrithik roshan ORIGNAL SUPER VOICE HEMANT SUPERSTAR HANDA(Cover Song),youtube.com/watch?v=0l59T5mAXmc,,Hemant Super Star Handa,Hindi,Male
RlNFWK5zm20,0,0.07,2.08,121,Guru Randhawa:Ishq Tera-Incredible Original Voice HEMANT SUPERSTAR HANDA(Cover Song),youtube.com/watch?v=RlNFWK5zm20,,Hemant Super Star Handa,Hindi,Male
gTsKdg2smuE,0,0.07,3.29,202,Khairiyat Song|chichore|Arijit Singh|Incredible HEMANT SUPERSTAR HANDA(Cover Song),youtube.com/watch?v=gTsKdg2smuE,,Hemant Super Star Handa,Hindi,Male
MxPNq6MK3F4,0,0.07,1.52,105,Ghungroo Song-WAR|Arijit Singh|Incredible HEMANT SUPERSTAR HANDA(Cover Song),youtube.com/watch?v=MxPNq6MK3F4,,Hemant Super Star Handa,Hindi,Male
TlkL_U2sOY0,0,0.07,3.59,232,Dil aaj shayar hai..GAMBLER Kishore Kumar|Incredible Singer HEMANT SUPERSTAR HANDA(Cover Song),youtube.com/watch?v=TlkL_U2sOY0,,Hemant Super Star Handa,Hindi,Male
Q1-CWxR3lMY,0,0.13,3.11,178,Aye Mere Humsafar| Qayamat Se Qayamat | Incredible Singer Hemant Handa (Cover Song),youtube.com/watch?v=Q1-CWxR3lMY,,Hemant Super Star Handa,Hindi,Male
V1CKXwKhr6g,0,0.07,3.03,176,Mere Mehboob Qayamat Hogi- Kishore Kumar- Incredible Singer Hemant Handa (Cover Song),youtube.com/watch?v=V1CKXwKhr6g,,Hemant Super Star Handa,Hindi,Male
_OANXjsCLV4,0,0.07,2.26,139,Tere Jaisa Yaar Kahan | Kishore Kumar | Incredible Singer Hemant Handa (Cover Song),youtube.com/watch?v=_OANXjsCLV4,,Hemant Super Star Handa,Hindi,Male
fbiXL6_v0ec,0,0.07,4.19,252,Tere Bina Zindagi Se Koi Shikwa To Nahin| Kishore Kumar| Incredible Singer Hemant Handa Cover Song,youtube.com/watch?v=fbiXL6_v0ec,,Hemant Super Star Handa,Hindi,Male
VX71LnFOSOU,0,0.07,2.49,162,O Hansini - Kishore Kumar | Cover Song by Incredible Singer Hemant Handa,youtube.com/watch?v=VX71LnFOSOU,,Hemant Super Star Handa,Hindi,Male
5CriK9R2cRs,0,0.07,2.35,148,Gar Tum Bhula Na Doge Sapne Ye Sach - Incredible Original VOICE HEMANT SUPERSTAR HANDA(Cover Song),youtube.com/watch?v=5CriK9R2cRs,,Hemant Super Star Handa,Hindi,Male
egrHu60vw3Q,0,0.09,4.51,282,Hawayein- Incredible Original MELODIOUS VOICE HEMANT SUPERSTAR HANDA (Cover Song),youtube.com/watch?v=egrHu60vw3Q,,Hemant Super Star Handa,Hindi,Male
p0P-D9XkdxI,0,0.09,5.55,346,Ek Tu Hi Bharosa | Incredible AMAZING ORIGINAL Voice HEMANT SUPERSTAR HANDA(cover song),youtube.com/watch?v=p0P-D9XkdxI,,Hemant Super Star Handa,Hindi,Male
kZTjjgU3eTU,0,0.07,6.18,371,O Duniya Ke Rakhwale Sunn Dard | Incredible Original voice HEMANT SUPERSTAR HANDA(Cover Song),youtube.com/watch?v=kZTjjgU3eTU,,Hemant Super Star Handa,Hindi,Male
8EmDF8dJU_0,0,0.1,4.52,282,Aana Hai To Aa Raah Mein | Incredible Original MELODIOUS VOICE HEMANT SUPERSTAR HANDA(Cover song),youtube.com/watch?v=8EmDF8dJU_0,,Hemant Super Star Handa,Hindi,Male
WUI7rn8qNY8,0,0.09,2.42,153,CHAKKE MEIN CHAKKAA CHAKKE PE GHADI | Incredible BEAUTIFUL VOICE HEMANT SUPERSTAR HANDA(Cover Song),youtube.com/watch?v=WUI7rn8qNY8,,Hemant Super Star Handa,Hindi,Male
khkqU4Df_uc,0,0.09,3.19,190,Bura Mat Suno Bura Mat Dekho Bura Mat Kaho| Original voice HEMANT SUPERSTAR HANDA(Cover Song),youtube.com/watch?v=khkqU4Df_uc,,Hemant Super Star Handa,Hindi,Male
soEXMWDH9Vo,0,0.2,4.06,226,Kaun Hai Jo Sapnon Mein Aaya| incredible MELODIOUS Original voice HEMANT SUPERSTAR HANDA(Cover Song),youtube.com/watch?v=soEXMWDH9Vo,,Hemant Super Star Handa,Hindi,Male
3ZSP5AecQa8,0,0.1,3.16,186,Ek Haseen Sham Ko Dil Mera Kho Gaya|Incredible Original Voice HEMANT SUPERSTAR HANDA(Cover Song),youtube.com/watch?v=3ZSP5AecQa8,,Hemant Super Star Handa,Hindi,Male
i2WhGvSauaY,0,0.16,2.54,158,Pyar hi Pyar- Main Kahin Kavi Na Ban Jaoon- Incredible Voice HEMANT SUPERSTAR HANDA(Cover song),youtube.com/watch?v=i2WhGvSauaY,,Hemant Super Star Handa,Hindi,Male
FTL5KF3_ThI,0,0.08,2.3,142,Tum Bin Jaun Kahan | Incredible Original voice Hemant SUPERSTAR Handa (Cover Song),youtube.com/watch?v=FTL5KF3_ThI,,Hemant Super Star Handa,Hindi,Male
iCL6VZNFGT0,0,0.08,3.36,208,"Tere Naam Ka Deewana, Tereh Ghar Koh Dhoondtah Hai ! Incredible Original Voice Hemant Handa(Cover)",youtube.com/watch?v=iCL6VZNFGT0,,Hemant Super Star Handa,Hindi,Male
1rMJTE3nZds,0,0.07,4.16,249,Mere Huzoor- Gum Uthane Ke Liye Main To Jiye Jaunga| Incredible HEMANT SUPERSTAR HANDA(COVER SONG),youtube.com/watch?v=1rMJTE3nZds,,Hemant Super Star Handa,Hindi,Male
8C9YTvOS62o,0,0.07,4.47,280,Likh Kar Tera Naam Zameen Par | LAILA MAJNU | Incredible Original voice HEMANT HANDA (Cover Song),youtube.com/watch?v=8C9YTvOS62o,,Hemant Super Star Handa,Hindi,Male
EK0A8P8tYrw,0,0.08,4.17,249,BARBAD E MOHABBAT KI DUAA SATH LIYE JA | Incredible Original voice Hemant Handa(Cover Song),youtube.com/watch?v=EK0A8P8tYrw,,Hemant Super Star Handa,Hindi,Male
9d77vqhRmLg,0,0.08,3.52,224,Jane Hum Sadak ke Logon Se| Incredible Original voice Hemant Handa(Cover Song),youtube.com/watch?v=9d77vqhRmLg,,Hemant Super Star Handa,Hindi,Male
k48kizv8eHc,0,0.1,4.29,259,Patta Patta Boota Boota | Original Voice HEMANT HANDA (Cover Song),youtube.com/watch?v=k48kizv8eHc,,Hemant Super Star Handa,Hindi,Male
CLP5X-LLk98,0,0.08,4.21,253,Dard - E - Dil Dard - E Jigar- KARZ | Incredible Original voice Hemant Handa ( Cover Song),youtube.com/watch?v=CLP5X-LLk98,,Hemant Super Star Handa,Hindi,Male
Fgr2sjWtBSk,0,0.07,3.36,209,Likhe Jo Khat Tujhe Woh Teri Yaad Mein| Incredible Original voice Hemant Handa ( Cover Song),youtube.com/watch?v=Fgr2sjWtBSk,,Hemant Super Star Handa,Hindi,Male
6jfyxDXGF_U,0,0.03,2.49,166,Kaise Hua female (cover) | Kabir Singh | Female Version | Krishna Bhowmik,youtube.com/watch?v=6jfyxDXGF_U,,Krishna Bhowmik,Hindi,Female
_nJustA9L8o,0,0.03,1.54,111,Manjha cover by Krishna Bhowmik | Vishal Mishra | Akshay Tripathi | Shadab Rayeen | Arvindr Khaira,youtube.com/watch?v=_nJustA9L8o,,Krishna Bhowmik,Hindi,Female
wKsoP9Wk8sM,0,0,2.22,142,Gali Mein Aaj Chaand Nikla Cover || Krishna Bhowmik || Alka Yagnik,youtube.com/watch?v=wKsoP9Wk8sM,,Krishna Bhowmik,Hindi,Female
oIn38SzSvDQ,0,0.01,1.4,99,Mone Pore Ruby Roy || Meri bheegi bheegi si cover || Arijit Singh || R.D Burman || Krishna Bhowmik,youtube.com/watch?v=oIn38SzSvDQ,,Krishna Bhowmik,Hindi,Female
_50z2NwfNO8,0,0,3.04,184,Abhi na jao chhod kar cover || Krishna Bhowmik,youtube.com/watch?v=_50z2NwfNO8,,Krishna Bhowmik,Hindi,Female
Qvce2vhYgio,0,0,1.25,85,Raat Kali Ek Khwab Mein Aayi Female cover|| Krishna Bhowmik|| Kishore kumar|| RD Burman,youtube.com/watch?v=Qvce2vhYgio,,Krishna Bhowmik,Hindi,Female
Jz41h2td76M,0,0.02,1.55,113,Prem e pora baron female cover || Sweater|| Ishaa || Lagnajita || Krishna Bhowmik,youtube.com/watch?v=Jz41h2td76M,,Krishna Bhowmik,Hindi,Female
HToDBdEFf14,0,0,1.42,102,Khamoshiyaan Title Song Female Cover || Arijit Singh || Krishna Bhowmik || Ali Fazal || Sapna P,youtube.com/watch?v=HToDBdEFf14,,Krishna Bhowmik,Hindi,Female
WUHJUaTQ9fo,0,0.01,2.21,140,Tootey Khaab Female Cover||Armaan Malik||Songster ||Shabby|| Bhushan K||T-Series||Krishna Bhowmik,youtube.com/watch?v=WUHJUaTQ9fo,,Krishna Bhowmik,Hindi,Female
l1uXp_05Vug,0,0,1.5,110,"Khairiyat Female Cover || Chhichhore || Arijit Singh || Sushant, Shraddha|| Pritam||Krishna Bhowmik",youtube.com/watch?v=l1uXp_05Vug,,Krishna Bhowmik,Hindi,Female
4Pxmf8neqaU,0,0,2.22,142,"Pachtaoge Female Cover || Arijit Singh||Vicky Kaushal,Nora Fatehi || Krishna Bhowmik ||Jaani,B praak",youtube.com/watch?v=4Pxmf8neqaU,,Krishna Bhowmik,Hindi,Female
Th7mjXLS8iA,0,0.01,0.43,42,Oh kanha || Happy Krishna Janmashtami || जन्‍माष्‍टमी की शुभकामनाएं 😇 || Krishna Bhowmik,youtube.com/watch?v=Th7mjXLS8iA,,Krishna Bhowmik,Hindi,Female
yTcBN-XG5PU,0,0,2.05,125,| Muskurane ki wajah female cover by TANI,youtube.com/watch?v=yTcBN-XG5PU,,Krishna Bhowmik,Hindi,Female
8Irc4QfXZmY,0,0,2.18,138,Ve Maahi | Kesari | without music vocal..,youtube.com/watch?v=8Irc4QfXZmY,,music soul,Hindi,Male
0y41uk__owE,0,0.01,1.27,86,Kalank||Song without music pure vocal song.,youtube.com/watch?v=0y41uk__owE,,music soul,Hindi,Male
c2X9hU9B08g,0,0.21,1.04,43,Pulwama ke 40 sahido ke liye ek gana.Jai Hind,youtube.com/watch?v=c2X9hU9B08g,,music soul,Hindi,Male
x--a5ov8ink,0,0.01,1.19,78,Mere Naam Tu || Zero|| soulful song..,youtube.com/watch?v=x--a5ov8ink,,music soul,Hindi,Male
ojLDnNQrkK8,0,0.21,2.08,107,I Love You Bangla Version||Bodyguard,youtube.com/watch?v=ojLDnNQrkK8,,music soul,Hindi,Male
ut9HvKwxE50,0,0.29,2.32,123,Chinte Parli na hindi version||Total Dadagiri.,youtube.com/watch?v=ut9HvKwxE50,,music soul,Hindi,Male
Y-sQ-s8z7ug,0,0.24,3.1,166,Kothin tumake chara ek din hindi version..(bojhena se bojhena),youtube.com/watch?v=Y-sQ-s8z7ug,,music soul,Hindi,Male
9ORKI1KQDMw,0,0.33,2.33,120,Thik emon evabe hindi version(Gangstar bangla),youtube.com/watch?v=9ORKI1KQDMw,,music soul,Hindi,Male
S1I1tryjCf8,0,0.03,2.47,164,Without music Channa mereya cover song..,youtube.com/watch?v=S1I1tryjCf8,,music soul,Hindi,Male
g5H4popsthU,0,2.18,3.46,88,Dil de diya hai||Masti||,youtube.com/watch?v=g5H4popsthU,,music soul,Hindi,Male
kR-z33sSCdc,0,0.03,1.35,92,Agar Tum Saath Ho without Music,youtube.com/watch?v=kR-z33sSCdc,,music soul,Hindi,Male
M9UJLKLsS2Q,0,0.02,1.53,111,Main Rahoon Ya Na Rahoon pure vocal without Music,youtube.com/watch?v=M9UJLKLsS2Q,,music soul,Hindi,Male
1qBgsKgNHCY,0,0,1.02,62,kaise hua |Kabir singh |unplugged cover ( no music ),youtube.com/watch?v=1qBgsKgNHCY,,ROLLI,Hindi,Male
2k1X-0ARCmk,0,0.03,1.58,115,awara shaam hai | Unplugged | cover,youtube.com/watch?v=2k1X-0ARCmk,,ROLLI,Hindi,Male
bsGOVYKN738,0,0,0.58,58,Pachtaoge Live singing By Bikash Nayak | Arijit Singh | Atif Aslam | Bikashnayak live,youtube.com/watch?v=bsGOVYKN738,,Bikashnayak Live,Hindi,Male
twi3re-rI9g,0,0,0.49,49,Tum Hi Aana Cover | Live Version | Jubin Nautiyal | Maarjaavan | BikashNayak Live,youtube.com/watch?v=twi3re-rI9g,,Bikashnayak Live,Hindi,Male
r2mYk2xET30,0,0,1.31,91,KAISE HUA LIVE SINGING BY BIKASH NAYAK | KABIR SINGH | WITHOUT MUSIC |Bikashnayaklive,youtube.com/watch?v=r2mYk2xET30,,Bikashnayak Live,Hindi,Male
rnCOqeIxSS4,0,0,1.44,104,TERA BAN JAUNGA LIVE SINGING BY AKHIL SACHDEVA | KABIR SINGH |SHAHID KAPOOR | Bikash Nayak Live,youtube.com/watch?v=rnCOqeIxSS4,,Bikashnayak Live,Hindi,Male
JTuDMOwdHzE,0,0,0.2,20,Intezari | Armaan malik | Ayushman Khurana | Article 15 | Bikashnayak Live,youtube.com/watch?v=JTuDMOwdHzE,,Bikashnayak Live,Hindi,Male
6PqIlvbMzjU,0,0,2.21,141,"Pachtaoge- Cover By Simran Kaur ✨😇|Arijit Singh|Vicky Kaushal|Nora Fatehi|Jaani, B Praak|",youtube.com/watch?v=6PqIlvbMzjU,,Simran Kaur,Hindi,Female
BPI49GAr484,0,0.01,2.11,130,Kabir Singh: Tujhe Kitna Chahne Lage Hum- Cover By Simran Kaur |Mithoon Feat. Arijit Singh,youtube.com/watch?v=BPI49GAr484,,Simran Kaur,Hindi,Female
YL-iUBZa2KM,0,0.01,1.35,94,MANJHA - Cover by Simran Kaur | Aayush Sharma and Saiee M Manjrekar| Vishal Mishra | Riyaz Aly|,youtube.com/watch?v=YL-iUBZa2KM,,Simran Kaur,Hindi,Female
AaACxON5R64,0,0,2.1,130,Baari♥️- Bilal Saeed and Momina Mustehsan | Cover By Simran Kaur | latest song 2019,youtube.com/watch?v=AaACxON5R64,,Simran Kaur,Hindi,Female
whX_A8so9Q0,0,0,1.43,103,Tera ban jaunga|KABIR SINGH| Aakhil Sachdeva| Tulsi Kumar | Cover By- Simran Kaur ♥️,youtube.com/watch?v=whX_A8so9Q0,,Simran Kaur,Hindi,Female
QLm_9gvF9a8,0,0.01,2.03,122,"Luka Chuppi:Photo Song- Cover By Simran Kaur Kartik Aaryan, Kriti Sanon|Karan S|Tanishk Bagchi",youtube.com/watch?v=QLm_9gvF9a8,,Simran Kaur,Hindi,Female
1el4tz8fSVI,0,0.01,1.46,105,Ae Watan🇮🇳❤️ Raazi-Sunidhi Chauhan/Arijit Singh Cover By Simran Kaur,youtube.com/watch?v=1el4tz8fSVI,,Simran Kaur,Hindi,Female
I1goBdZH7sA,0,0.01,2.55,174,Tu thodi der Shreya Ghoshal Cover by Simran Kaur,youtube.com/watch?v=I1goBdZH7sA,,Simran Kaur,Hindi,Female
l59qJsdbW0M,0,0.01,2.58,177,Mere Rashke Kamar (cover by Simran Kaur),youtube.com/watch?v=l59qJsdbW0M,,Simran Kaur,Hindi,Female
3v1et7UXbiY,0,0,2.56,176,Jaane de | Atif Aslam | Qarib Qarib Single | Cover by Simran Kaur :D,youtube.com/watch?v=3v1et7UXbiY,,Simran Kaur,Hindi,Female
S3EYmWS5bOQ,0,0.01,2.19,138,Yeh raatein yeh mausam♥️ Simran Kaur,youtube.com/watch?v=S3EYmWS5bOQ,,Simran Kaur,Hindi,Female
aiUPEAUq1eI,0,0.02,0.51,49,Vidisha Vishwas -sariyagi nenapide nanage,youtube.com/watch?v=aiUPEAUq1eI,,Vidhisha Vishwas Unofficial,Kannada,Female
Wb-y-lQK80k,0,0.01,0.59,58,Vidisha Vishwas -sanju weds geetha,youtube.com/watch?v=Wb-y-lQK80k,,Vidhisha Vishwas Unofficial,Kannada,Female
R_bJ03VWqKo,0,0.02,0.3,28,Vidisha Vishwas -Gamanisu,youtube.com/watch?v=R_bJ03VWqKo,,Vidhisha Vishwas Unofficial,Kannada,Female
21MTeku-2gI,0,0.02,0.56,54,Bol do na zara - Vidisha Vishwas,youtube.com/watch?v=21MTeku-2gI,,Vidhisha Vishwas Unofficial,Kannada,Female
TceDf-Z0zyY,0,0.02,0.59,57,Vidisha Vishwas-Tum pasaye,youtube.com/watch?v=TceDf-Z0zyY,,Vidhisha Vishwas Unofficial,Hindi,Female
uiAnlM7fIhY,0,0.02,0.59,57,Vidisha Vishwas -edethumbihadidenu,youtube.com/watch?v=uiAnlM7fIhY,,Vidhisha Vishwas Unofficial,Kannada,Female
FBeXyyixbeU,0,0.01,0.47,46,Vidisha Vshwas -mungaru male,youtube.com/watch?v=FBeXyyixbeU,,Vidhisha Vishwas Unofficial,Kannada,Female
p8A8gy1W9z0,0,0.03,0.59,56,Vidisha Vishwas -Khamoshiyan,youtube.com/watch?v=p8A8gy1W9z0,,Vidhisha Vishwas Unofficial,Hindi,Female
6sN7v7mDFLY,0,0.03,0.59,56,Toogu Manchadali | Kirik party | Vidisha Vishwas,youtube.com/watch?v=6sN7v7mDFLY,,Vidhisha Vishwas Unofficial,Kannada,Female
qVkYExedFlo,0,0.02,0.59,57,Preethse antha praana | Excuse Me | Vidisha Vishwa,youtube.com/watch?v=qVkYExedFlo,,Vidhisha Vishwas Unofficial,Kannada,Female
ZqrnMlkFn6A,0,0.02,0.59,57,Samjhawan|Vidisha Vishwas|Shreya Goshal,youtube.com/watch?v=ZqrnMlkFn6A,,Vidhisha Vishwas Unofficial,Hindi,Female
zeaYkw1uUL4,0,0.02,0.39,37,Love you Zindagi -Vidisha Vishwas,youtube.com/watch?v=zeaYkw1uUL4,,Vidhisha Vishwas Unofficial,Hindi,Female
3Y_ZxaTmyb8,0,0.02,0.59,57,Vidisha Vishwas : Ishaara,youtube.com/watch?v=3Y_ZxaTmyb8,,Vidhisha Vishwas Unofficial,Hindi,Female
Y1yBxrxLXz8,0,0.02,0.59,57,Vidisha Vishwas : Baatein of Khamoshiyan,youtube.com/watch?v=Y1yBxrxLXz8,,Vidhisha Vishwas Unofficial,Hindi,Female
OhV5Ng8Ogys,0,0.03,0.59,56,Jab tak : Vidisha Vishwas,youtube.com/watch?v=OhV5Ng8Ogys,,Vidhisha Vishwas Unofficial,Hindi,Female
qJ0-6PUpeDo,0,0.02,0.59,57,Vidisha Vishwas | Pheli nazar main,youtube.com/watch?v=qJ0-6PUpeDo,,Vidhisha Vishwas Unofficial,Hindi,Female
pXMRyDAE-zA,0,0.02,0.59,57,Vidisha Vishwas : Raabta,youtube.com/watch?v=pXMRyDAE-zA,,Vidhisha Vishwas Unofficial,Hindi,Female
UY94Gel61FE,0,0,0.59,59,Kannada Song,youtube.com/watch?v=UY94Gel61FE,,Vidhisha Vishwas Unofficial,Kannada,Female
2vO-W3aeYwc,0,0.02,0.59,57,Marete Hodenu | Dayavittugamanisi | cover by Vidisha Vishwas |,youtube.com/watch?v=2vO-W3aeYwc,,Vidhisha Vishwas Unofficial,Kannada,Female
2bMucFPPHcc,0,0.02,0.59,57,Tum Mile| Vidisha Vishwas,youtube.com/watch?v=2bMucFPPHcc,,Vidhisha Vishwas Unofficial,Hindi,Female
zvUWrgYWUe0,0,0.02,0.59,57,Eradu Jadeyannu| Jackie| Vidisha Vishwas,youtube.com/watch?v=zvUWrgYWUe0,,Vidhisha Vishwas Unofficial,Kannada,Female
eiqtbmbWDMg,0,0.03,0.59,56,Naina | Dangal | Vidisha Vishwas,youtube.com/watch?v=eiqtbmbWDMg,,Vidhisha Vishwas Unofficial,Hindi,Female
f-MSxBQ98DY,0,0.02,0.59,57,"Agneepath - Hrithik, Priyanka | Abhi Mujh Mein Kahin|Vidisha Vishwad",youtube.com/watch?v=f-MSxBQ98DY,,Vidhisha Vishwas Unofficial,Hindi,Female
IvJ2LcY8FjI,0,0.02,0.59,57,Vidisha Vishwas,youtube.com/watch?v=IvJ2LcY8FjI,,Vidhisha Vishwas Unofficial,Hindi,Female
nHMf_Vk9it0,0,0.01,0.59,58,Vidisha Vishwas| BMW,youtube.com/watch?v=nHMf_Vk9it0,,Vidhisha Vishwas Unofficial,Kannada,Female
cNxLV5Q8MhI,0,0.01,0.59,58,Ee Sanje Yakagide Neenillade| Gelaya| Vidisha Vishwas,youtube.com/watch?v=cNxLV5Q8MhI,,Vidhisha Vishwas Unofficial,Kannada,Female
xwx_Hdbi-z8,0,0.02,0.59,57,Tum Hi Ho| Aashiqui 2|Vidisha Vishwas| Arjith Singh|,youtube.com/watch?v=xwx_Hdbi-z8,,Vidhisha Vishwas Unofficial,Hindi,Female
bJ2c2Ljpor8,0,0.01,0.59,58,Mugulunage|Vidisha Vishwas,youtube.com/watch?v=bJ2c2Ljpor8,,Vidhisha Vishwas Unofficial,Kannada,Female
CwS2FtnyZBE,0,0,4.44,284,Hello (Adele),youtube.com/watch?v=CwS2FtnyZBE,,Monica Ivette,English,Female
9i5Sw4-Voj8,0,0.01,3.05,184,I'm Not The Only One - Sam Smith,youtube.com/watch?v=9i5Sw4-Voj8,,Monica Ivette,English,Female
bXxdO7h2CVA,0,0.04,3.02,178,Let it Go (Film Frozen),youtube.com/watch?v=bXxdO7h2CVA,,Monica Ivette,English,Female
DEJH8wMTu6c,0,0.01,3.2,199,Toxic (Britney Spears),youtube.com/watch?v=DEJH8wMTu6c,,Monica Ivette,English,Female
SsyBTPO7z8o,0,0.01,3.08,187,Million Reasons (Lady Gaga),youtube.com/watch?v=SsyBTPO7z8o,,Monica Ivette,English,Female
X_voPEszraM,0,0.01,3.34,213,This Town (Niall Horan),youtube.com/watch?v=X_voPEszraM,,Monica Ivette,English,Female
K9rwmF9EFjU,0,0.01,2.35,154,Can't Stop Drinking About You (Bebe Rexha),youtube.com/watch?v=K9rwmF9EFjU,,Monica Ivette,English,Female
KKFkoXvlDKc,0,0.01,3.25,204,Kiss It Better (Rihanna),youtube.com/watch?v=KKFkoXvlDKc,,Monica Ivette,English,Female
Uw0_pz6KEVI,0,0.01,3.05,184,NA - Lia Marie Johnson,youtube.com/watch?v=Uw0_pz6KEVI,,Monica Ivette,English,Female
jm_2jFgj8fE,0,0.01,4.29,268,When We Were Young (Adele),youtube.com/watch?v=jm_2jFgj8fE,,Monica Ivette,English,Female
mYUuZ1ZKkEw,0,0,3.17,197,,youtube.com/watch?v=mYUuZ1ZKkEw,,Monica Ivette,English,Female
